test_type,topic,level,question,option_a,option_b,option_c,option_d,answer,source
technical,Web Development,hard,What is the difference between authentication and authorization?,Authentication = who you are authorization = what you can do,Same thing,Authorization = who you are,No difference,Authentication = who you are authorization = what you can do,geeksforgeeks
technical,Web Development,hard,What is SQL injection?,Normal SQL query,Malicious SQL in input field,SQL optimization,Database backup,Malicious SQL in input field,geeksforgeeks
technical,Web Development,hard,What is a reverse proxy?,Client-side proxy,Server-side proxy hiding backend servers,Network device,Load balancer only,Server-side proxy hiding backend servers,geeksforgeeks
technical,Web Development,hard,What is idempotent HTTP method?,Method returning same result repeated calls,One-time method,Fast method,Secure method,Method returning same result repeated calls,geeksforgeeks
technical,Web Development,easy,What does src attribute in img tag specify?,Image style,Image source path,Image size,Image alt text,Image source path,geeksforgeeks
technical,Web Development,easy,Which CSS property makes element invisible but keeps space?,visibility:hidden,display:none,opacity:1,hidden:true,visibility:hidden,geeksforgeeks
technical,Web Development,medium,What is event bubbling in JavaScript?,Events going from child to parent,Events going from parent to child,Stopping events,Creating events,Events going from child to parent,geeksforgeeks
technical,Web Development,medium,What is promise in JavaScript?,Guaranteed result,Async operation result object,Function,Variable,Async operation result object,geeksforgeeks
technical,Web Development,easy,What is the function of <head> tag in HTML?,Displays content,Contains metadata and links,Creates tables,Makes forms,Contains metadata and links,geeksforgeeks
technical,Web Development,medium,What is virtual DOM in React?,Actual DOM copy,Lightweight copy of real DOM for performance,Server DOM,Database,Lightweight copy of real DOM for performance,geeksforgeeks
technical,Web Development,hard,What is Content Security Policy?,Access control,HTTP header to prevent XSS attacks,CORS policy,Cookie policy,HTTP header to prevent XSS attacks,geeksforgeeks
technical,Web Development,easy,Which JavaScript method adds element to end of array?,push(),pop(),shift(),unshift(),push(),geeksforgeeks
technical,Web Development,medium,What is async/await in JavaScript?,Synchronous code,Cleaner syntax for promises,Loop type,Object method,Cleaner syntax for promises,geeksforgeeks
technical,Web Development,hard,What is HSTS in web security?,HTTP Strict Transport Security,High Speed Transport System,HTTP Session Transfer Security,None,HTTP Strict Transport Security,geeksforgeeks
soft_skill,Communication,easy,Active listening means?,Waiting for your turn,Fully concentrating on speaker,Multitasking,Interrupting,Fully concentrating on speaker,general
soft_skill,Communication,easy,Best approach to resolve team conflict?,Ignore it,Escalate immediately,Open discussion,Avoid the person,Open discussion,general
soft_skill,Communication,easy,Effective communication requires?,Only speaking skills,Speaking and listening skills,Only listening,Writing only,Speaking and listening skills,general
soft_skill,Communication,easy,Body language accounts for what % of communication?,55%,38%,7%,20%,55%,general
soft_skill,Communication,easy,What is feedback in communication?,Criticism,Response to communication,Suggestion,Order,Response to communication,general
soft_skill,Communication,easy,Which is a barrier to effective communication?,Clear language,Noise and distraction,Listening,Eye contact,Noise and distraction,general
soft_skill,Communication,easy,What is verbal communication?,Gestures,Spoken or written words,Body language,Silence,Spoken or written words,general
soft_skill,Communication,easy,What is the sender in communication model?,Receiver,Originator of message,Medium,Channel,Originator of message,general
soft_skill,Communication,easy,Empathy in communication means?,Agreeing with everything,Understanding others feelings,Feeling sorry,Judging others,Understanding others feelings,general
soft_skill,Communication,easy,Tone of voice falls under which communication?,Verbal,Non-verbal,Written,Visual,Non-verbal,general
soft_skill,Communication,medium,In a presentation focus primarily on?,Reading slides,Audience engagement,Memorising content,Speed of delivery,Audience engagement,general
soft_skill,Communication,medium,What is assertive communication?,Aggressive,Expressing thoughts respecting others,Passive,Manipulative,Expressing thoughts respecting others,general
soft_skill,Communication,medium,Paraphrasing in communication means?,Repeating word for word,Restating in your own words,Translating,Summarizing briefly,Restating in your own words,general
soft_skill,Communication,medium,What is the 7-38-55 rule in communication?,7% words 38% tone 55% body language,7% body 38% words 55% tone,All equal,55% words 38% body 7% tone,7% words 38% tone 55% body language,general
soft_skill,Communication,medium,What is downward communication in organization?,Employee to manager,Manager to employee,Peer to peer,External communication,Manager to employee,general
soft_skill,Communication,medium,What is jargon as communication barrier?,Technical language unknown to listener,Loud voice,Poor handwriting,Slow internet,Technical language unknown to listener,general
soft_skill,Communication,medium,What is grapevine communication?,Formal communication,Informal communication through unofficial channels,Written communication,Digital communication,Informal communication through unofficial channels,general
soft_skill,Communication,medium,What is cross-cultural communication challenge?,Language and cultural differences,Technical problems,Physical distance,Time zones,Language and cultural differences,general
soft_skill,Communication,medium,In business email what should subject line be?,Long and detailed,Clear and concise,Empty,Casual,Clear and concise,general
soft_skill,Communication,medium,What is active voice vs passive voice in writing?,Active is clearer and direct passive is indirect,Both same,Passive is clearer,No preference,Active is clearer and direct passive is indirect,general
soft_skill,Communication,hard,What is Johari Window model?,Memory model,Self-awareness and communication model with 4 panes,Leadership model,Motivation model,Self-awareness and communication model with 4 panes,general
soft_skill,Communication,hard,What is the difference between persuasion and manipulation?,Persuasion is ethical manipulation is not,Both same,Manipulation is ethical,No difference,Persuasion is ethical manipulation is not,general
soft_skill,Communication,hard,What is metacommunication?,Communication about communication,Fast communication,Silent communication,Written communication,Communication about communication,general
soft_skill,Communication,hard,What is the Shannon-Weaver communication model?,Circular model,Linear transmission model with noise,Network model,Dynamic model,Linear transmission model with noise,general
soft_skill,Communication,hard,What is transactional analysis in communication?,Financial analysis,People communicate from Parent Adult Child ego states,Statistical analysis,Technical analysis,People communicate from Parent Adult Child ego states,general
soft_skill,Communication,hard,What is proxemics in communication?,Study of vocal tone,Study of personal space in communication,Study of gestures,Study of eye contact,Study of personal space in communication,general
soft_skill,Communication,hard,What is cognitive dissonance in communication?,Clear thinking,Mental discomfort from conflicting beliefs,Sharp memory,Fast processing,Mental discomfort from conflicting beliefs,general
soft_skill,Communication,hard,What is framing effect in communication?,Speaker's position,How presentation of info affects decision,Picture frame,TV show,How presentation of info affects decision,general
soft_skill,Communication,hard,What is paralinguistics?,Study of written language,Voice qualities and non-verbal vocal aspects,Study of body language,Study of silence,Voice qualities and non-verbal vocal aspects,general
soft_skill,Communication,hard,What is dialogic communication?,One-way communication,Two-way mutual understanding communication,Written only,Silent communication,Two-way mutual understanding communication,general
soft_skill,Communication,easy,What is feedback sandwich technique?,Two criticisms around praise,Two praises around criticism,Only criticism,Only praise,Two praises around criticism,general
soft_skill,Communication,easy,What is first impression in communication?,Not important,Formed in first 7 seconds,Takes hours,Based only on words,Formed in first 7 seconds,general
soft_skill,Communication,medium,What is the purpose of elevator pitch?,Long sales presentation,Brief compelling introduction in 30-60 seconds,Technical explanation,Team meeting,Brief compelling introduction in 30-60 seconds,general
soft_skill,Communication,medium,What is written communication advantage over verbal?,More permanent and less likely to be misunderstood,Faster,More personal,Cheaper,More permanent and less likely to be misunderstood,general
soft_skill,Communication,easy,Nodding head while listening shows?,Disagreement,Active engagement and understanding,Boredom,Confusion,Active engagement and understanding,general
soft_skill,Communication,medium,What is noise in communication model?,Music,Anything that distorts message,Volume level,Silence,Anything that distorts message,general
soft_skill,Communication,hard,What is Aristotle's three modes of persuasion?,Logos only,Ethos Pathos Logos,Pathos only,Logos and Ethos only,Ethos Pathos Logos,general
soft_skill,Communication,easy,What is a formal communication?,Personal chat,Official business communication,Casual talk,Text message,Official business communication,general
soft_skill,Communication,medium,When giving critical feedback best approach is?,Criticize publicly,Focus on behavior not person,Avoid feedback,Blame entirely,Focus on behavior not person,general
soft_skill,Communication,hard,What is the concept of active voice in professional communication?,Only grammar rule,Creates more direct and powerful writing,Old fashioned,Academic only,Creates more direct and powerful writing,general
soft_skill,Time Management,easy,Pomodoro technique work interval?,15 mins,25 mins,45 mins,60 mins,25 mins,general
soft_skill,Time Management,easy,Eisenhower Matrix divides tasks by?,Urgency and Importance,Difficulty and Time,Cost and Benefit,Size and Priority,Urgency and Importance,general
soft_skill,Time Management,easy,Which quadrant in Eisenhower Matrix should be done first?,Not urgent not important,Urgent and important,Urgent not important,Important not urgent,Urgent and important,general
soft_skill,Time Management,easy,What does SMART goal stand for?,Smart Manageable Achievable Realistic Timely,Specific Measurable Achievable Relevant Time-bound,Simple Motivating Achievable Reliable Tactical,None,Specific Measurable Achievable Relevant Time-bound,general
soft_skill,Time Management,easy,What is procrastination?,Working fast,Delaying tasks unnecessarily,Multitasking,Planning ahead,Delaying tasks unnecessarily,general
soft_skill,Time Management,easy,What is time blocking?,Blocking others,Assigning specific time slots to tasks,Avoiding calendar,Multitasking,Assigning specific time slots to tasks,general
soft_skill,Time Management,easy,What is the GTD method?,Get Things Done productivity method,General Task Database,Group Task Division,None,Get Things Done productivity method,general
soft_skill,Time Management,easy,What is batch processing in time management?,Doing tasks one by one,Grouping similar tasks together,Random task execution,No planning,Grouping similar tasks together,general
soft_skill,Time Management,easy,What is deadline?,Target completion time,Start time,Break time,Review time,Target completion time,general
soft_skill,Time Management,easy,What is delegation?,Avoiding tasks,Assigning tasks to others,Doing everything yourself,Postponing tasks,Assigning tasks to others,general
soft_skill,Time Management,medium,Parkinson's Law states?,Work requires exact time,Work expands to fill available time,Work is always minimal,80-20 rule,Work expands to fill available time,general
soft_skill,Time Management,medium,80/20 rule (Pareto Principle) in time management means?,80% time for 20% tasks,20% of activities give 80% of results,Equal distribution,Random prioritization,20% of activities give 80% of results,general
soft_skill,Time Management,medium,What is energy management in time management?,Physical exercise,Aligning tasks with energy levels throughout day,Saving electricity,Power management,Aligning tasks with energy levels throughout day,general
soft_skill,Time Management,medium,What is the difference between urgent and important tasks?,Same thing,Urgent demands immediate attention important has long-term value,Important is urgent,Urgent has long-term value,Urgent demands immediate attention important has long-term value,general
soft_skill,Time Management,medium,What is Eat the Frog technique?,Eating breakfast,Doing hardest task first thing in morning,Skipping meals,Afternoon routine,Doing hardest task first thing in morning,general
soft_skill,Time Management,medium,What is review in time management cycle?,Skipping tasks,Evaluating progress and adjusting plans,Only planning,Starting tasks,Evaluating progress and adjusting plans,general
soft_skill,Time Management,medium,What is context switching cost?,No cost,Time and mental energy lost switching between tasks,Memory cost,Salary cost,Time and mental energy lost switching between tasks,general
soft_skill,Time Management,medium,What is a weekly review in GTD?,Monthly meeting,Weekly reflection on tasks and goals,Daily standup,Annual review,Weekly reflection on tasks and goals,general
soft_skill,Time Management,medium,What is the two-minute rule?,Work for 2 minutes,If task takes less than 2 min do it now,Wait 2 minutes,Break every 2 minutes,If task takes less than 2 min do it now,general
soft_skill,Time Management,medium,What is deep work vs shallow work?,Same,Deep work is cognitively demanding shallow is routine,Shallow is harder,No difference,Deep work is cognitively demanding shallow is routine,general
soft_skill,Time Management,hard,What is timeboxing vs time blocking?,Same thing,Timeboxing has fixed end time time blocking reserves slots,Time blocking has fixed end time,No difference,Timeboxing has fixed end time time blocking reserves slots,general
soft_skill,Time Management,hard,What is the concept of flow state in productivity?,Day dreaming,Optimal state of complete absorption in work,Sleeping,Multitasking,Optimal state of complete absorption in work,general
soft_skill,Time Management,hard,What is OKR methodology?,Old Key Results,Objectives and Key Results goal framework,Open Knowledge Repository,None,Objectives and Key Results goal framework,general
soft_skill,Time Management,hard,What is the cost of multitasking according to research?,Increases productivity,Reduces productivity and increases errors,No effect,Only affects memory,Reduces productivity and increases errors,general
soft_skill,Time Management,hard,What is Kanban board in time management?,Japanese food,Visual workflow management system,Financial tool,HR tool,Visual workflow management system,general
soft_skill,Time Management,hard,What is the purpose of a morning routine in time management?,Waking up early,Setting positive tone and priorities for day,Exercise only,Eating breakfast,Setting positive tone and priorities for day,general
soft_skill,Time Management,hard,What is temptation bundling technique?,Bundling work,Pairing enjoyable activity with necessary task,Group work,Task merging,Pairing enjoyable activity with necessary task,general
soft_skill,Time Management,hard,What is the zero-inbox approach?,Deleting all emails,Processing email to empty inbox regularly,Never using email,Mass unsubscribe,Processing email to empty inbox regularly,general
soft_skill,Time Management,hard,What is planning fallacy?,Accurate planning,Tendency to underestimate task completion time,Overestimating time,Perfect planning,Tendency to underestimate task completion time,general
soft_skill,Time Management,hard,What is cognitive load in time management?,Physical tiredness,Mental effort required for tasks affecting productivity,Emotional stress,Physical workload,Mental effort required for tasks affecting productivity,general
soft_skill,Time Management,easy,What is a to-do list?,Shopping list,List of tasks to complete,Random notes,Calendar,List of tasks to complete,general
soft_skill,Time Management,easy,What is priority?,Importance of task,Task duration,Task difficulty,Cost of task,Importance of task,general
soft_skill,Time Management,medium,What is the 1-3-5 rule in task management?,1 big 3 medium 5 small tasks per day,1+3+5 hours,Ratio method,None,1 big 3 medium 5 small tasks per day,general
soft_skill,Time Management,medium,What is inbox zero philosophy?,Empty trash only,Keeping email inbox empty and organized,No emails,All emails in one folder,Keeping email inbox empty and organized,general
soft_skill,Time Management,easy,What is a calendar in time management?,Phone app,Tool for scheduling and planning time,Decoration,Social media,Tool for scheduling and planning time,general
soft_skill,Time Management,medium,What is the MIT method in productivity?,MIT University method,Most Important Tasks method,Multiple Input Tasks,None,Most Important Tasks method,general
soft_skill,Time Management,hard,What is the concept of decision fatigue?,Making bad decisions always,Reduced quality of decisions after making many,Only physical fatigue,Morning issue,Reduced quality of decisions after making many,general
soft_skill,Time Management,easy,What is a break in work?,Distraction,Rest period to maintain productivity,Vacation,Work pause,Rest period to maintain productivity,general
soft_skill,Time Management,medium,What is time audit?,Tax audit,Tracking how you actually spend time,Salary audit,Performance review,Tracking how you actually spend time,general
soft_skill,Time Management,hard,What is monotasking vs multitasking research finding?,Equal productivity,Monotasking more productive than multitasking,Multitasking better,Depends on person,Monotasking more productive than multitasking,general
soft_skill,Leadership,easy,A good leader should primarily?,Command,Inspire,Demand,Control,Inspire,general
soft_skill,Leadership,easy,What is leadership?,Managing people,Influencing others to achieve goals,Giving orders,Controlling resources,Influencing others to achieve goals,general
soft_skill,Leadership,easy,What is vision in leadership?,Short-term goal,Clear picture of desired future,Budget plan,HR plan,Clear picture of desired future,general
soft_skill,Leadership,easy,What is delegation in leadership?,Avoiding responsibility,Assigning tasks to right team members,Doing all yourself,Random assignment,Assigning tasks to right team members,general
soft_skill,Leadership,easy,What is feedback in leadership context?,Criticism only,Constructive information about performance,Random opinion,Complaint,Constructive information about performance,general
soft_skill,Leadership,easy,What is accountability in leadership?,Blaming others,Taking responsibility for outcomes,Avoiding problems,Ignoring results,Taking responsibility for outcomes,general
soft_skill,Leadership,easy,What is a democratic leadership style?,Leader decides alone,Team participates in decisions,No decisions,Autocratic,Team participates in decisions,general
soft_skill,Leadership,easy,What is trust in leadership?,Blind faith,Confidence in reliability and integrity,Agreement on everything,Friendship,Confidence in reliability and integrity,general
soft_skill,Leadership,easy,What is an autocratic leadership style?,Team decides,Leader makes all decisions without consulting,No decisions,Lazy leadership,Leader makes all decisions without consulting,general
soft_skill,Leadership,easy,What is servant leadership?,Leader serves own interests,Leader serves team's needs,Being submissive,No authority,Leader serves team's needs,general
soft_skill,Leadership,medium,Transformational leadership focuses on?,Rewards and punishment,Inspiring change and vision,Following rules strictly,Micromanaging,Inspiring change and vision,general
soft_skill,Leadership,medium,What is situational leadership?,One style always,Adapting style to follower maturity,Only democratic,Only autocratic,Adapting style to follower maturity,general
soft_skill,Leadership,medium,What is the difference between leadership and management?,Leadership is about people management about processes,Same thing,Management leads people,No difference,Leadership is about people management about processes,general
soft_skill,Leadership,medium,What is emotional intelligence in leadership?,IQ only,Understanding and managing own and others emotions,Technical skill,Financial skill,Understanding and managing own and others emotions,general
soft_skill,Leadership,medium,What is laissez-faire leadership?,Very controlling,Hands-off leader gives team full autonomy,Moderate control,Military style,Hands-off leader gives team full autonomy,general
soft_skill,Leadership,medium,What are Blake-Mouton Grid leadership styles?,3 styles,5 styles based on concern for people and production,2 styles,7 styles,5 styles based on concern for people and production,general
soft_skill,Leadership,medium,What is crisis leadership?,Normal leadership,Leading under extreme pressure and uncertainty,Planning leadership,Formal leadership,Leading under extreme pressure and uncertainty,general
soft_skill,Leadership,medium,What is the difference between power and authority?,Same,Power is ability authority is formal right,Authority is ability,No difference,Power is ability authority is formal right,general
soft_skill,Leadership,medium,What is inclusive leadership?,Excluding differences,Valuing and leveraging diverse perspectives,Uniform team,Gender focus only,Valuing and leveraging diverse perspectives,general
soft_skill,Leadership,medium,What is strategic leadership?,Day-to-day management,Setting long-term direction and aligning organization,Operational control,HR management,Setting long-term direction and aligning organization,general
soft_skill,Leadership,hard,What is Tuckman's leadership phases in team development?,3 phases,Forming Storming Norming Performing,5 phases,2 phases,Forming Storming Norming Performing,general
soft_skill,Leadership,hard,What is transactional vs transformational leadership difference?,Transactional uses rewards transformational inspires change,Same,Transformational uses rewards,No difference,Transactional uses rewards transformational inspires change,general
soft_skill,Leadership,hard,What is distributed leadership?,Central leader only,Leadership shared across team members,No leadership,External leadership,Leadership shared across team members,general
soft_skill,Leadership,hard,What is psychological safety in teams?,Physical safety,Team members feel safe to take risks and speak up,Mental health only,Privacy,Team members feel safe to take risks and speak up,general
soft_skill,Leadership,hard,What is charismatic leadership?,Strict leadership,Leading through charm and vision,Financial focus,Process focus,Leading through charm and vision,general
soft_skill,Leadership,hard,What is the concept of Level 5 Leadership by Collins?,5 levels of management,Humility + professional will = highest leadership level,5 leadership styles,5 qualities,Humility + professional will = highest leadership level,general
soft_skill,Leadership,hard,What is adaptive leadership?,Rigid approach,Helping organizations adapt to complex challenges,Technical leadership,Crisis only,Helping organizations adapt to complex challenges,general
soft_skill,Leadership,hard,What is the difference between coaching and mentoring in leadership?,Same,Coaching is task-specific mentoring is long-term development,Mentoring is task-specific,No difference,Coaching is task-specific mentoring is long-term development,general
soft_skill,Leadership,hard,What is organizational culture and leadership relationship?,No relation,Leaders shape and are shaped by organizational culture,Culture only follows leaders,Leaders ignore culture,Leaders shape and are shaped by organizational culture,general
soft_skill,Leadership,hard,What is followership theory?,Leaders matter most,Followers' role is equally important to leadership,Only leaders matter,No followers,Followers' role is equally important to leadership,general
soft_skill,Leadership,easy,What is motivation in leadership?,Punishment,Inspiring others to take action,Salary only,Fear,Inspiring others to take action,general
soft_skill,Leadership,easy,What is integrity in leadership?,Perfect performance,Consistency between values and actions,Being strict,Financial honesty only,Consistency between values and actions,general
soft_skill,Leadership,medium,What is coaching leadership style?,Telling what to do,Developing people through guidance and questions,Autocratic,Laissez-faire,Developing people through guidance and questions,general
soft_skill,Leadership,medium,What is resilience in leadership?,Never failing,Ability to recover from setbacks,Physical strength,Ignoring problems,Ability to recover from setbacks,general
soft_skill,Leadership,easy,What is communication importance in leadership?,Not important,Foundation of effective leadership,Optional,Technical skill only,Foundation of effective leadership,general
soft_skill,Leadership,medium,What is conflict resolution in leadership?,Avoiding conflict,Addressing disagreements constructively,Punishing,Ignoring,Addressing disagreements constructively,general
soft_skill,Leadership,hard,What is the concept of Leadership Pipeline?,Hiring pipeline,Framework for developing leaders at all levels,Sales pipeline,No concept,Framework for developing leaders at all levels,general
soft_skill,Leadership,easy,What is a role model in leadership?,Follower,Leader others look up to and emulate,Manager only,External consultant,Leader others look up to and emulate,general
soft_skill,Leadership,medium,What is empowerment in leadership?,Taking power away,Giving team authority and confidence to act,Controlling,Micromanaging,Giving team authority and confidence to act,general
soft_skill,Leadership,hard,What is authentic leadership?,Acting a role,Leading from genuine self aligned with core values,Strict leadership,Formal leadership,Leading from genuine self aligned with core values,general
soft_skill,Teamwork,easy,Most important in teamwork?,Individual performance,Trust and collaboration,Competition,Speed,Trust and collaboration,general
soft_skill,Teamwork,easy,What is a team?,Group of people,People working together toward common goal,Crowd,Random group,People working together toward common goal,general
soft_skill,Teamwork,easy,When teammate makes mistake you should?,Blame them,Ignore it,Help them learn and improve,Report immediately,Help them learn and improve,general
soft_skill,Teamwork,easy,What is collaboration?,Working alone,Working jointly toward shared goal,Competition,Delegation,Working jointly toward shared goal,general
soft_skill,Teamwork,easy,What is a team norm?,Rule forced on team,Agreed behavior standards within team,Formal policy,Legal requirement,Agreed behavior standards within team,general
soft_skill,Teamwork,easy,What is peer feedback?,Only manager feedback,Feedback from teammates,Customer feedback,Formal review,Feedback from teammates,general
soft_skill,Teamwork,easy,What is cross-functional team?,Same department,Team with members from different departments,External team,Management team,Team with members from different departments,general
soft_skill,Teamwork,easy,What is team goal?,Individual target,Shared objective for whole team,Manager's goal,Annual goal,Shared objective for whole team,general
soft_skill,Teamwork,easy,What is a role in a team?,Job title,Specific function or responsibility,Salary grade,Level,Specific function or responsibility,general
soft_skill,Teamwork,easy,What is communication in teamwork?,Optional,Essential for coordinating and aligning team,Only emails,Only meetings,Essential for coordinating and aligning team,general
soft_skill,Teamwork,medium,What are Tuckman's stages of team development?,Plan Do Check Act,Forming Storming Norming Performing,Define Measure Improve,None,Forming Storming Norming Performing,general
soft_skill,Teamwork,medium,What is groupthink?,Good group thinking,Tendency to conform to group opinion without critical thought,Team creativity,Group decision,Tendency to conform to group opinion without critical thought,general
soft_skill,Teamwork,medium,What is accountability in teamwork?,Blaming others,Each member responsible for commitments,No responsibility,Only leader responsible,Each member responsible for commitments,general
soft_skill,Teamwork,medium,What is diversity in teams?,Same backgrounds,Variety of perspectives skills and backgrounds,Problem in teams,Not important,Variety of perspectives skills and backgrounds,general
soft_skill,Teamwork,medium,What is the difference between a group and a team?,Same,Team has shared goal and interdependence group may not,Group is formal,No difference,Team has shared goal and interdependence group may not,general
soft_skill,Teamwork,medium,What is a team charter?,Legal document,Document defining team purpose goals and norms,Org chart,Financial plan,Document defining team purpose goals and norms,general
soft_skill,Teamwork,medium,What is psychological safety in team?,Physical safety,Feeling safe to speak up without fear,Mental health,Privacy,Feeling safe to speak up without fear,general
soft_skill,Teamwork,medium,What is conflict in teams always?,Bad,Natural and can be constructive if managed well,Sign of failure,Personal issue,Natural and can be constructive if managed well,general
soft_skill,Teamwork,medium,What is agile teamwork principle?,Strict hierarchy,Iterative collaborative and adaptive work,Waterfall approach,Individual work,Iterative collaborative and adaptive work,general
soft_skill,Teamwork,medium,What is the free rider problem in teams?,Freelance work,Team member benefiting without contributing,External contractor,Remote worker,Team member benefiting without contributing,general
soft_skill,Teamwork,hard,What is the concept of team efficacy?,Individual confidence,Shared belief in team's capability to succeed,Team salary,Team size,Shared belief in team's capability to succeed,general
soft_skill,Teamwork,hard,What is Belbin's team roles theory?,Leadership styles,9 behavioral roles needed for effective team,Management theory,Communication model,9 behavioral roles needed for effective team,general
soft_skill,Teamwork,hard,What is social loafing?,Extra effort in group,Reduced individual effort when in group,Team motivation,Collaboration,Reduced individual effort when in group,general
soft_skill,Teamwork,hard,What is the difference between task conflict and relationship conflict in teams?,Same,Task conflict about work can be productive relationship conflict is personal,Relationship conflict is productive,No difference,Task conflict about work can be productive relationship conflict is personal,general
soft_skill,Teamwork,hard,What is team cohesion?,Individual commitment,Degree to which team members stick together,Team size,Physical closeness,Degree to which team members stick together,general
soft_skill,Teamwork,hard,What is distributed team challenge?,Physical space,Managing coordination across time zones and locations,Technical issues,Budget,Managing coordination across time zones and locations,general
soft_skill,Teamwork,hard,What is the concept of T-shaped skills in teams?,Only deep expertise,Breadth of knowledge with depth in one area,Only broad knowledge,No skills,Breadth of knowledge with depth in one area,general
soft_skill,Teamwork,hard,What is retrospective in agile teamwork?,Planning meeting,Regular reflection on what went well and what to improve,Status update,Performance review,Regular reflection on what went well and what to improve,general
soft_skill,Teamwork,hard,What is organizational citizenship behavior?,Job description only,Going beyond formal requirements to help colleagues,Formal duties,Management behavior,Going beyond formal requirements to help colleagues,general
soft_skill,Teamwork,hard,What is the concept of high-performing teams?,Average teams,Teams with clear purpose strong communication and accountability,Management teams,New teams,Teams with clear purpose strong communication and accountability,general
soft_skill,Teamwork,easy,What is meeting in teamwork?,Casual conversation,Structured discussion to align team,Social event,Email,Structured discussion to align team,general
soft_skill,Teamwork,easy,What is compromise in teamwork?,Winning argument,Each party gives up something to reach agreement,Complete agreement,Total disagreement,Each party gives up something to reach agreement,general
soft_skill,Teamwork,medium,What is asynchronous communication in remote teams?,Real-time communication,Communication where response is not immediate,Face-to-face,Phone call,Communication where response is not immediate,general
soft_skill,Teamwork,medium,What is team recognition importance?,Not important,Boosts morale motivation and performance,Only financial,Annual only,Boosts morale motivation and performance,general
soft_skill,Teamwork,easy,What is a project team?,Permanent team,Temporary team formed for specific project,Department,Management,Temporary team formed for specific project,general
soft_skill,Teamwork,medium,What is mentoring in team context?,Formal training,Experienced member guiding less experienced,Performance review,Job rotation,Experienced member guiding less experienced,general
soft_skill,Teamwork,hard,What is team resilience?,Individual resilience,Team's ability to recover collectively from setbacks,Physical strength,Avoiding problems,Team's ability to recover collectively from setbacks,general
soft_skill,Teamwork,easy,What is respect in teamwork?,Agreement with all,Valuing team members' contributions and perspectives,Being polite only,Formal behavior,Valuing team members' contributions and perspectives,general
soft_skill,Teamwork,medium,What is task interdependence in teams?,Tasks done independently,Degree to which team members rely on each other for tasks,No reliance,Management dependency,Degree to which team members rely on each other for tasks,general
soft_skill,Teamwork,hard,What is emergent leadership?,Formal leadership,Leadership arising naturally within team without formal role,External leadership,Elected leadership,Leadership arising naturally within team without formal role,general
soft_skill,Problem Solving,easy,First step in problem solving?,Find solution,Define the problem,Implement fix,Test solution,Define the problem,general
soft_skill,Problem Solving,easy,What is brainstorming?,Thinking alone,Generating many ideas without judgment,Solving problem,Final decision,Generating many ideas without judgment,general
soft_skill,Problem Solving,easy,What is a root cause?,Surface symptom,Underlying reason for problem,First symptom,Latest issue,Underlying reason for problem,general
soft_skill,Problem Solving,easy,What is critical thinking?,Criticizing others,Objective analysis and evaluation of issues,Quick judgment,Following orders,Objective analysis and evaluation of issues,general
soft_skill,Problem Solving,easy,What is a constraint in problem solving?,Available resource,Limitation or restriction,Goal,Solution,Limitation or restriction,general
soft_skill,Problem Solving,easy,What is an assumption in problem solving?,Known fact,Belief accepted as true without proof,Proven data,Tested hypothesis,Belief accepted as true without proof,general
soft_skill,Problem Solving,easy,What is evaluation in problem solving?,Generating ideas,Assessing quality and feasibility of solutions,Implementing,Planning,Assessing quality and feasibility of solutions,general
soft_skill,Problem Solving,easy,What is creativity in problem solving?,Following rules,Generating novel and useful ideas,Copying solutions,Using only known methods,Generating novel and useful ideas,general
soft_skill,Problem Solving,easy,What is a hypothesis in problem solving?,Final answer,Proposed explanation to be tested,Known fact,Problem statement,Proposed explanation to be tested,general
soft_skill,Problem Solving,easy,What is decision making?,Avoiding choices,Selecting best option from alternatives,Random choice,Following orders,Selecting best option from alternatives,general
soft_skill,Problem Solving,medium,Root cause analysis is used to?,Find symptoms,Find underlying cause of problem,Test solutions,Document problems,Find underlying cause of problem,general
soft_skill,Problem Solving,medium,What is the 5 Whys technique?,Ask 5 questions,Ask Why 5 times to find root cause,5-step process,5 solutions,Ask Why 5 times to find root cause,general
soft_skill,Problem Solving,medium,What is fishbone diagram (Ishikawa) used for?,Fish recipe,Identifying causes of problem,Fish data,Network diagram,Identifying causes of problem,general
soft_skill,Problem Solving,medium,What is convergent thinking?,Generating multiple ideas,Narrowing down to best solution,Brainstorming,Divergent thinking,Narrowing down to best solution,general
soft_skill,Problem Solving,medium,What is divergent thinking?,Finding one answer,Generating multiple creative solutions,Critical analysis,Logical thinking,Generating multiple creative solutions,general
soft_skill,Problem Solving,medium,What is cost-benefit analysis?,Only costs,Comparing costs and benefits of decision,Only benefits,Financial only,Comparing costs and benefits of decision,general
soft_skill,Problem Solving,medium,What is a SWOT analysis?,Strength Weakness Opportunity Threat analysis,Software analysis,4 problems,None,Strength Weakness Opportunity Threat analysis,general
soft_skill,Problem Solving,medium,What is decision matrix?,Random decisions,Tool rating options against weighted criteria,Matrix math,Database,Tool rating options against weighted criteria,general
soft_skill,Problem Solving,medium,What is lateral thinking?,Normal thinking,Solving problems indirectly and creatively,Linear thinking,Logical thinking,Solving problems indirectly and creatively,general
soft_skill,Problem Solving,medium,What is prototype in problem solving?,Final product,Early model to test solution,Problem statement,Analysis,Early model to test solution,general
